auto_rewarded,change_contrast,change_frame,change_image_category,change_image_name,change_ori,change_time,cumulative_reward_number,cumulative_volume,delta_ori,initial_contrast,initial_image_category,initial_image_name,initial_ori,lick_times,optogenetics,response_latency,response_time,response_type,reward_frames,reward_times,reward_volume,rewarded,scheduled_change_time,startframe,starttime,endframe,endtime,trial_length,mouse_id,response_window,task,stage,session_duration,user_id,LDT_mode,blank_screen_timeout,stim_duration,blank_duration_range,prechange_minimum,stimulus_distribution,stimulus,distribution_mean,computer_name,behavior_session_uuid,startdatetime,date,year,month,day,hour,dayofweek,number_of_rewards,rig_id,trial_type,lick_frames,reward_licks,reward_lick_count,reward_lick_latency,reward_rate,response,color
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,[870.0848535620607],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.04746363575839,22741,869.7679225867614,22761,870.5352249047719,0.767232081387192,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[22748],[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,[871.252482756041],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.494056550416872,22761,870.5352249047719,22781,871.3025233750232,0.7670919275842607,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[22780],[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[871.4526516459882, 871.5860968241468, 871.7528921519406]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.494052381351366,22781,871.3025233750232,22801,872.0698221651837,0.7675338769331574,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[22784, 22787, 22792]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[874.0381243531592, 874.3554870146327]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.494052380885705,22801,872.0698221651837,22861,874.3554870146327,2.2851090454496443,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[22852, 22861]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,[],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.494051097988859,22861,874.3554870146327,22881,875.1223461013287,0.7674607527442276,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[],[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,[876.9071121392772],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.4940517396701125,22881,875.1223461013287,22941,877.4242447181605,2.302038128953427,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[22926],[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[879.3424928169698, 879.4759456925094, 879.6761145824566]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.494048532660827,22941,877.4242447181605,23001,879.7261494281702,2.301584313623607,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[22990, 22994, 23000]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,[879.8762696813792],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.2661223729987796,23001,879.7261494281702,23021,880.4934523883276,0.7671621646732092,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[23004],[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[883.2790933442302, 883.4458893132396]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.2661178830926474,23021,880.4934523883276,23101,883.5293022114784,3.036536479834467,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[23094, 23099]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,[883.5793303223327],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.2661178830926474,23101,883.5293022114784,23121,884.2965923426673,0.7667179708369076,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[23102],[],0,,0.0,0.0,lightgray
,1.0,23222.0,im085,im085,90.0,888.1497523901053,34,0.22800000000000015,0.0,1.0,im069,im069,90.0,[],False,,[],MISS,[],[],0.0,True,3.2661172418770548,23121,884.2965923426673,23341,892.6535270768218,8.357572962529957,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,go,[],[],0,,0.0,0.0,#ccb974
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[895.3223533495329, 895.4557991693728, 895.5892424234189]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.2661143552427347,23341,892.6535270768218,23421,895.7060170168988,3.0519427955150604,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[23410, 23414, 23418]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[898.3748859446496, 898.474957881961]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.266116279355174,23421,895.7060170168988,23501,898.7585412734188,3.0524947503581643,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[23490, 23493]",[],0,,0.0,0.0,lightgray
,1.0,23602.0,im066,im066,90.0,902.6284049395472,34,0.22800000000000015,0.0,1.0,im085,im085,90.0,[905.247216891963],False,2.6188119524158537,[],MISS,[],[],0.0,True,3.426602321191581,23501,898.7585412734188,23681,905.6308776726946,6.872422031126916,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,go,[23670],[],0,,0.0,0.0,#ccb974
,1.0,23762.0,im065,im065,90.0,908.7501086434349,34,0.22800000000000015,0.0,1.0,im066,im066,90.0,"[913.3372291983105, 913.4873532997444]",False,4.5871205548755825,[],MISS,[],[],0.0,True,2.6468107326910513,23681,905.6308776726946,23901,914.0544934635982,8.423402834217995,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,go,"[23882, 23885]",[],0,,0.0,0.0,#ccb974
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[921.3604809097014, 921.5273551344872]",False,inf,[],EARLY_RESPONSE,[],[],0.0,False,8.209665725589502,23901,914.0544934635982,24101,921.6441072775051,7.589621832128614,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[24093, 24098]",[],0,,0.0,0.0,lightgray
False,1.0,24322.0,im065,im065,90.0,930.0843882006593,34,0.22800000000000015,0.0,1.0,im065,im065,90.0,[],False,,[],CR,[],[],0.0,False,8.20966219773959,24101,921.6441072775051,24341,930.7849299251102,9.141121235210449,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,catch,[],[],0,,0.0,0.0,#4c72b0
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[932.0360053712502, 932.2695295424201]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,8.20965834904905,24341,930.7849299251102,24381,932.3195708026178,1.5344651248306036,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[24373, 24380]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[938.9417028250173, 939.1085061710328]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,8.209662518580217,24381,932.3195708026178,24561,939.1919116922654,6.872344738338143,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[24554, 24559]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,"[944.2294039111584, 944.3962072567083]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,8.209664121852029,24561,939.1919116922654,24701,944.5463364901952,5.354715688619763,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[24692, 24697]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,34,0.22800000000000015,0.0,1.0,,,90.0,[945.1301440312527],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,8.20966219773959,24701,944.5463364901952,24721,945.3136343182996,0.7678510663099587,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[24716],[],0,,0.0,0.0,lightgray
,1.0,24882.0,im061,im061,90.0,951.4687256957404,35,0.23500000000000015,0.0,1.0,im065,im065,90.0,"[951.8356905551627, 952.1025744969957, 952.3361031580716, 952.4361789440736, 952.5362659543753, 952.6697027944028, 952.8031620839611, 953.2535196361132, 953.7038951483555]",False,0.3669648594222963,[],HIT,[24891],[951.83569056],0.007,True,5.824087936849423,24721,945.3136343182996,24941,953.7038951483555,8.389403872191906,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,1,Widefield-329,go,"[24891, 24899, 24904, 24906, 24909, 24913, 24917, 24928, 24941]","[0.26688394 0.5004126  0.60048839 0.7005754  0.83401224 0.96747153
 1.41782908 1.86820459 2.11840993 4.8539984 ]",10,0.26688394183292985,0.0,1.0,#55a868
,1.0,,,,,,35,0.23500000000000015,0.0,1.0,,,90.0,[953.9541004882194],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.375604121857123,24941,953.7038951483555,24961,954.4711952218786,0.7674450380727649,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[24946],[],0,,0.0,0.0,lightgray
,1.0,,,,,,35,0.23500000000000015,0.0,1.0,,,90.0,[956.6896889582276],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.375614705406861,24961,954.4711952218786,25021,956.7730957628228,2.3017440303228796,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[25019],[],0,,0.0,0.0,lightgray
,1.0,,,,,,35,0.23500000000000015,0.0,1.0,,,90.0,"[962.5444930046797, 962.7446894762106]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.375614064191268,25021,956.7730957628228,25181,962.8948161439039,6.121994274202734,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[25171, 25177]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,35,0.23500000000000015,0.0,1.0,,,90.0,[963.2451046453789],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.3756150262474875,25181,962.8948161439039,25201,963.6621251972392,0.7675104639492929,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[25189],[],0,,0.0,0.0,lightgray
,1.0,,,,,,35,0.23500000000000015,0.0,1.0,,,90.0,[965.7138072494417],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,5.375607649707035,25201,963.6621251972392,25261,965.9640151546337,2.3014207473024726,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[25254],[],0,,0.0,0.0,lightgray
,1.0,25423.0,im062,im062,90.0,972.1524589266628,35,0.23500000000000015,0.0,1.0,im061,im061,90.0,[],False,,[],MISS,[],[],0.0,True,5.375614705406861,25261,965.9640151546337,25482,974.3876604512334,8.424182498827577,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,go,[],[],0,,0.0,0.0,#ccb974
False,1.0,25603.0,im062,im062,90.0,979.0247677443549,35,0.23500000000000015,0.0,1.0,im062,im062,90.0,"[980.3258729055524, 980.5093593439087]",False,1.3011051611974835,[],CR,[],[],0.0,False,4.4825796939840075,25482,974.3876604512334,25642,980.5093593439087,6.121331029571593,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,catch,"[25637, 25642]",[],0,,0.0,0.0,#4c72b0
,1.0,,,,,,35,0.23500000000000015,0.0,1.0,,,90.0,[],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,2.6780821583171246,25642,980.5093593439087,25662,981.2766571724787,0.7671817285008729,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[],[],0,,0.0,0.0,lightgray
,1.0,25743.0,im085,im085,90.0,984.3792188409716,36,0.24200000000000016,0.0,1.0,im062,im062,90.0,"[984.8129122224636, 984.9797178134322, 985.7803744506091]",False,0.4336933814920485,[],HIT,[25754],[984.81291222],0.007,True,2.6780792716828046,25662,981.2766571724787,25782,985.8637822172605,4.587115423753858,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,1,Widefield-329,go,"[25754, 25759, 25780]","[0.16680559 0.96746223 1.10090901 1.25103343 1.63468299 3.45284793
 3.60297331 3.83655168 4.27019631]",9,0.16680559096857905,0.0,1.0,#55a868
,1.0,,,,,,36,0.24200000000000016,0.0,1.0,,,90.0,"[985.9138212325051, 986.0639456552453, 986.4475952107459]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.2189720321370032,25782,985.8637822172605,25802,986.6311214184389,0.7670951345935464,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[25783, 25786, 25797]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,36,0.24200000000000016,0.0,1.0,,,90.0,"[988.2657601474784, 988.4158855322748, 988.6494639045559]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.218968504752752,25802,986.6311214184389,25862,988.9330094512552,2.3026320980861783,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[25844, 25847, 25854]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,36,0.24200000000000016,0.0,1.0,,,90.0,[989.0831085368991],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.2189697876495984,25862,988.9330094512552,25882,989.700278094504,0.7666887855157256,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[25865],[],0,,0.0,0.0,lightgray
,1.0,,,,,,36,0.24200000000000016,0.0,1.0,,,90.0,"[990.9513134513982, 991.1514810584486]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.218969787183937,25882,989.700278094504,25922,991.2348804860376,1.5347303580492735,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[25914, 25920]",[],0,,0.0,0.0,lightgray
,1.0,,,,,,36,0.24200000000000016,0.0,1.0,,,90.0,[993.3032578183338],False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.2189701084902254,25922,991.2348804860376,25982,993.5201267991215,2.2858101348392665,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,[25976],[],0,,0.0,0.0,lightgray
,1.0,,,,,,36,0.24200000000000016,0.0,1.0,,,90.0,"[996.2056515589356, 996.4058149964549, 996.5893020764925]",False,inf,[],EARLY_RESPONSE,[],[],0.0,True,3.218969787183937,25982,993.5201267991215,26062,996.5893020764925,3.068662129342556,M351181,"[0.15, 0.75]",DoC_NaturalImages_CAMMatched_n=8,natural_images_drop_reward,3600.0402035657316,julied,block,False,0.25,"[0.5, 0.5]",2.25,exponential,Natural_Images_Lum_Matched_set_training_2017.07.14.pkl,2,W7VS-SYSLOGIC26,30e932cb-d673-532a-88ce-9167274e2b04,2018-03-14 14:32:21.210000-07:00,2018-03-14,2018,3,14,14,2,0,Widefield-329,aborted,"[26051, 26057, 26062]",[],0,,0.0,0.0,lightgray
