stim_type,starttime,startframe,nearest_F_frame
visual,455.943168617785,27143,9390
visual,460.2465934641659,27400,9476
auditory_and_visual,463.94957629591227,27621,9550
auditory_and_visual,468.00273189879954,27862,9631
visual,472.0896318051964,28105,9713
visual,477.0270229615271,28400,9811
auditory,480.0627781841904,28581,9872
visual,485.0841500479728,28880,9972
visual,489.4207928981632,29139,10059
auditory,492.94028181023896,29348,10129
auditory,497.5606874059886,29624,10222
auditory,500.7468275912106,29814,10286
auditory_and_visual,504.33374161086977,30028,10358
visual,509.33739076927304,30325,10457
auditory_and_visual,512.5397546105087,30516,10522
visual,515.8760934155434,30714,10588
visual,519.3957449346781,30925,10658
auditory_and_visual,522.6324162650853,31116,10723
auditory_and_visual,527.5191560033709,31407,10821
auditory_and_visual,530.571579080075,31588,10882
visual,535.1253325063735,31858,10973
visual,538.3948687259108,32053,11038
auditory,542.5823777448386,32303,11122
auditory_and_visual,546.1515562329441,32516,11194
visual,549.2203559484333,32698,11255
auditory_and_visual,552.5229995194823,32894,11321
auditory,556.9269632436335,33156,11409
auditory_and_visual,560.6463692169636,33378,11484
auditory_and_visual,563.9326964449137,33573,11549
visual,570.1878836210817,33855,11674
visual,574.1579193305224,34091,11753
visual,577.8274776153266,34310,11827
auditory,582.0645585041493,34563,11911
auditory,586.8183191157877,34846,12007
auditory,590.3720969166607,35058,12078
auditory,594.7086053844541,35316,12164
