cell_id,mouse_id,condition,number_of_trials,pre_stim_integral_mean,post_stim_integral_mean,p-value_on_integrals,direction_of_effect_on_integrals,pre_stim_mean_all,post_stim_mean_all,p-value_on_means,direction_of_effect_on_means,integral_change_magnitude,mean_change_magnitude
C084,M348126,cr,64,-3.3073580477863036,-1.5178541486010628,0.56194140785199,1.0,-0.10868514152869455,-0.05405308371197024,0.6050867713770073,1.0,1.7895038991852408,0.054632057816724304
C086,M348126,hit,48,-10.644893305884791,21.874361381996504,2.3018592522503168e-51,1.0,-0.3545368146650658,0.743949736657325,1.6510120256855258e-49,1.0,32.51925468788129,1.0984865513223907
C086,M348126,miss,20,-10.644893305884791,3.940379521275576,5.333670960765657e-07,1.0,-0.3545368146650658,0.12932999858879407,1.4462049310917318e-06,1.0,14.585272827160367,0.4838668132538599
C086,M348126,fa,324,-10.644893305884791,26.228243086042426,3.0085985204004403e-149,1.0,-0.3545368146650658,0.8907172205967382,2.0158172867114296e-146,1.0,36.87313639192722,1.245254035261804
C086,M348126,cr,64,-10.644893305884791,-13.139736562466624,0.10983842999005594,-1.0,-0.3545368146650658,-0.45235170724606866,0.07023144030677113,-1.0,-2.4948432565818326,-0.09781489258100284
C087,M348126,hit,48,-4.968876403891775,-16.340878361710892,3.7457165257813616e-05,-1.0,-0.17076646709783733,-0.5570718882315254,4.5702771504096066e-05,-1.0,-11.372001957819117,-0.3863054211336881
C087,M348126,miss,20,-4.968876403891775,-12.837308570647176,0.05928125416079744,-1.0,-0.17076646709783733,-0.4423067921911562,0.05813251888465036,-1.0,-7.868432166755401,-0.2715403250933189
C087,M348126,fa,324,-4.968876403891775,-7.906847669234519,0.015446251889314581,-1.0,-0.17076646709783733,-0.2678889879415181,0.01974077721667104,-1.0,-2.9379712653427443,-0.09712252084368078
C087,M348126,cr,64,-4.968876403891775,-3.3049674513312595,0.5028468255702464,1.0,-0.17076646709783733,-0.11446636475322969,0.5091956510931159,1.0,1.6639089525605155,0.05630010234460764
C088,M348126,hit,48,-10.502206841304439,8.343277785319627,1.240997598173721e-35,1.0,-0.36074805690353234,0.2695922276418712,4.925521083439863e-34,1.0,18.845484626624064,0.6303402845454036
C088,M348126,miss,20,-10.502206841304439,-7.4764186053381065,0.1525548825733763,1.0,-0.36074805690353234,-0.2558065474863068,0.15033818997910034,1.0,3.025788235966332,0.10494150941722552
C088,M348126,fa,324,-10.502206841304439,16.584178993507262,2.298054189435869e-91,1.0,-0.36074805690353234,0.5579350563196946,2.06695049839841e-90,1.0,27.0863858348117,0.9186831132232269
C088,M348126,cr,64,-10.502206841304439,-10.576919254799904,0.9485966982405565,-1.0,-0.36074805690353234,-0.36534680505456557,0.9084058545759224,-1.0,-0.07471241349546531,-0.004598748151033227
C089,M348126,hit,48,1.452690323833347,-11.643370518491059,1.886403098077571e-09,-1.0,0.04845413205317681,-0.39822763891951424,2.0974786639717978e-09,-1.0,-13.096060842324405,-0.446681770972691
C089,M348126,miss,20,1.452690323833347,-2.054873970041069,0.2868129737411659,-1.0,0.04845413205317681,-0.07314962730952518,0.28036987363608734,-1.0,-3.507564293874416,-0.12160375936270199
C089,M348126,fa,324,1.452690323833347,-2.8649346645655442,0.006088926747130686,-1.0,0.04845413205317681,-0.09785737248334081,0.0063639676289822195,-1.0,-4.317624988398891,-0.14631150453651762
C089,M348126,cr,64,1.452690323833347,-1.548233237748395,0.1060257171836616,-1.0,0.04845413205317681,-0.05232615357337281,0.11263576248534847,-1.0,-3.0009235615817422,-0.10078028562654961
C091,M348126,hit,48,-4.897237452500075,29.977957873150675,2.4811770475517952e-26,1.0,-0.16918118914722763,1.024513298066667,2.5271619609742716e-26,1.0,34.87519532565075,1.1936944872138946
C091,M348126,miss,20,-4.897237452500075,-9.780765246336012,0.2943826052705796,-1.0,-0.16918118914722763,-0.3358979327824577,0.295865774398739,-1.0,-4.8835277938359365,-0.1667167436352301
C091,M348126,fa,324,-4.897237452500075,-1.0756255863566746,0.030593018521941857,1.0,-0.16918118914722763,-0.03836328762063504,0.030238442252739983,1.0,3.8216118661434004,0.1308179015265926
C091,M348126,cr,64,-4.897237452500075,-5.332473283935284,0.8701385947500824,-1.0,-0.16918118914722763,-0.18208251584338225,0.8874816362812756,-1.0,-0.43523583143520916,-0.012901326696154625
C092,M348126,hit,48,-9.559779825222478,10.979888200374383,1.4479357266757312e-16,1.0,-0.3182970224677602,0.3754696793163414,3.7948422830521935e-16,1.0,20.53966802559686,0.6937667017841016
C092,M348126,miss,20,-9.559779825222478,5.2929337544542125,6.713915891375459e-05,1.0,-0.3182970224677602,0.1789427831166755,9.802028665107221e-05,1.0,14.85271357967669,0.4972398055844357
C092,M348126,fa,324,-9.559779825222478,18.54707556353752,3.0208351192164335e-76,1.0,-0.3182970224677602,0.6327881338139049,4.9022983793835055e-75,1.0,28.106855388759996,0.9510851562816651
C092,M348126,cr,64,-9.559779825222478,-7.546193016784761,0.33586291907635,1.0,-0.3182970224677602,-0.2585284697921525,0.4047110421497305,1.0,2.013586808437717,0.05976855267560771
C093,M348126,hit,48,6.855617511774713,-18.399899729950025,3.2264266254408356e-10,-1.0,0.2329374605967681,-0.6241740749510094,5.236239883398015e-10,-1.0,-25.25551724172474,-0.8571115355477775
C093,M348126,miss,20,6.855617511774713,-7.397346821745073,0.01926800518071458,-1.0,0.2329374605967681,-0.25305607159446764,0.020232705727260613,-1.0,-14.252964333519785,-0.48599353219123576
C093,M348126,fa,324,6.855617511774713,-10.535789388088336,2.275402348655837e-22,-1.0,0.2329374605967681,-0.3512790660916719,2.0244464325340698e-21,-1.0,-17.39140689986305,-0.58421652668844
C093,M348126,cr,64,6.855617511774713,-3.6799456796080787,0.00198273472996243,-1.0,0.2329374605967681,-0.12595703233278527,0.002170984593934325,-1.0,-10.535563191382792,-0.35889449292955333
C095,M348126,hit,48,3.096078702008154,-4.680202136616568,0.02405894529223434,-1.0,0.10666357298495802,-0.15631495476333693,0.025951708816832755,-1.0,-7.776280838624722,-0.26297852774829494
C095,M348126,miss,20,3.096078702008154,2.0897315038750595,0.8439902345340822,-1.0,0.10666357298495802,0.068857812856869,0.8290575723893645,-1.0,-1.0063471981330947,-0.03780576012808902
C095,M348126,fa,324,3.096078702008154,-4.088232002060724,2.0819932185416207e-06,-1.0,0.10666357298495802,-0.13207619998597922,3.991051751371635e-06,-1.0,-7.184310704068878,-0.23873977297093724
C095,M348126,cr,64,3.096078702008154,-0.7821119073168646,0.18150736146539906,-1.0,0.10666357298495802,-0.025923065982372477,0.1823011611803589,-1.0,-3.878190609325019,-0.1325866389673305
C096,M348126,hit,48,-6.188374986737001,-1.4273169346544512,4.142814759398638e-10,1.0,-0.21227796241419752,-0.053958899704095585,1.2010894453454868e-09,1.0,4.76105805208255,0.15831906271010193
C096,M348126,miss,20,-6.188374986737001,-1.4734028916322404,0.00022615508983016028,1.0,-0.21227796241419752,-0.05270586060308433,0.00026158524976912633,1.0,4.714972095104761,0.1595721018111132
C096,M348126,fa,324,-6.188374986737001,9.837165698381124,6.9595321888335e-27,1.0,-0.21227796241419752,0.32688023267486827,9.645230661091982e-27,1.0,16.025540685118123,0.5391581950890658
C096,M348126,cr,64,-6.188374986737001,-4.196896506807373,0.0015994878632514665,1.0,-0.21227796241419752,-0.14483270411725616,0.0018173084127939636,1.0,1.9914784799296283,0.06744525829694137
C097,M348126,hit,48,-9.387443179940846,-0.9949520275542074,0.005561102038351859,1.0,-0.3201976529786608,-0.03797212066905098,0.006496628885543986,1.0,8.392491152386638,0.28222553230960984
C097,M348126,miss,20,-9.387443179940846,7.234466604807959,0.00034032995567064006,1.0,-0.3201976529786608,0.24430943569956418,0.0003842764749520424,1.0,16.621909784748805,0.564507088678225
C097,M348126,fa,324,-9.387443179940846,8.756314891147857,2.5728668945726113e-25,1.0,-0.3201976529786608,0.2956622349781263,6.347078547817087e-25,1.0,18.143758071088705,0.6158598879567871
C097,M348126,cr,64,-9.387443179940846,-0.672965251407829,0.0011739613544296157,1.0,-0.3201976529786608,-0.022152028778497115,0.0012003675553528062,1.0,8.714477928533016,0.29804562420016373
C098,M348126,hit,48,-6.953315874495055,4.379345734277716,0.004276768852238888,1.0,-0.2377105815911803,0.1423325684022978,0.0050403539056963565,1.0,11.33266160877277,0.3800431499934781
C098,M348126,miss,20,-6.953315874495055,-2.418937570773805,0.45739956817565297,1.0,-0.2377105815911803,-0.08322648471759772,0.4587666784649974,1.0,4.53437830372125,0.15448409687358258
C098,M348126,fa,324,-6.953315874495055,15.541456583732622,4.201825462091841e-35,1.0,-0.2377105815911803,0.5225688702628879,1.8463682379172515e-34,1.0,22.494772458227676,0.7602794518540682
C098,M348126,cr,64,-6.953315874495055,-5.113736234338068,0.5893693421164137,1.0,-0.2377105815911803,-0.17592181991513164,0.5957009057194097,1.0,1.8395796401569866,0.06178876167604866
C099,M348126,hit,48,-1.2488509981050655,-0.20956654808327535,0.7512660813250323,1.0,-0.039707078431417166,-0.009607037457195766,0.7887101795186192,1.0,1.0392844500217902,0.0301000409742214
C099,M348126,miss,20,-1.2488509981050655,16.063745351921135,0.0011299343348024743,1.0,-0.039707078431417166,0.5479120171157001,0.001256622906483895,1.0,17.3125963500262,0.5876190955471173
C099,M348126,fa,324,-1.2488509981050655,11.404324326604284,3.1223865411257486e-13,1.0,-0.039707078431417166,0.38823100671014804,6.013194478099081e-13,1.0,12.65317532470935,0.4279380851415652
C099,M348126,cr,64,-1.2488509981050655,-1.2177236314403184,0.9915544939800292,1.0,-0.039707078431417166,-0.03926952745777112,0.9965367325907583,1.0,0.031127366664747136,0.00043755097364604756
C101,M348126,hit,48,-9.783775146429017,33.619500927170726,3.8481788872553455e-62,1.0,-0.32723803997798756,1.1440563908320294,2.1799969331573847e-60,1.0,43.40327607359974,1.4712944308100169
C101,M348126,miss,20,-9.783775146429017,7.583679378457367,6.794038092658349e-07,1.0,-0.32723803997798756,0.25265820631045516,1.5034834217993621e-06,1.0,17.367454524886384,0.5798962462884427
C101,M348126,fa,324,-9.783775146429017,23.718385076968993,1.6547092841884115e-108,1.0,-0.32723803997798756,0.8028930568621828,7.052370531571665e-106,1.0,33.50216022339801,1.1301310968401703
C101,M348126,cr,64,-9.783775146429017,-11.61594744620549,0.3411657440535686,-1.0,-0.32723803997798756,-0.3989512418755989,0.28077895490526045,-1.0,-1.8321722997764738,-0.07171320189761132
C102,M348126,hit,48,13.623733910286887,-5.341473243934338,2.904953382690457e-07,-1.0,0.4620720347243967,-0.1797469386086994,3.379413992344016e-07,-1.0,-18.965207154221225,-0.6418189733330961
C102,M348126,miss,20,13.623733910286887,1.5296030088356385,0.032453929866147924,-1.0,0.4620720347243967,0.05154409817639333,0.03287869699139945,-1.0,-12.09413090145125,-0.41052793654800335
C102,M348126,fa,324,13.623733910286887,-2.3438593358029713,9.617962070046397e-24,-1.0,0.4620720347243967,-0.07486631177542037,3.6138269309265005e-23,-1.0,-15.967593246089859,-0.5369383464998171
C102,M348126,cr,64,13.623733910286887,2.9626245714666535,0.0009225930058488375,-1.0,0.4620720347243967,0.10075060446014983,0.0009683077878300004,-1.0,-10.661109338820234,-0.36132143026424685
C104,M348126,hit,48,5.576900875949063,-9.352350676573332,0.0002784552818662704,-1.0,0.1915612168901824,-0.31923112891471184,0.0002894815219339552,-1.0,-14.929251552522395,-0.5107923458048942
C104,M348126,miss,20,5.576900875949063,11.810070478365665,0.3177350333273057,1.0,0.1915612168901824,0.4078687754448119,0.3122098665774719,1.0,6.233169602416602,0.21630755855462952
C104,M348126,fa,324,5.576900875949063,3.8928116997611957,0.369573720459337,-1.0,0.1915612168901824,0.13329903778552926,0.36543041506971885,-1.0,-1.6840891761878671,-0.058262179104653145
C104,M348126,cr,64,5.576900875949063,2.1790873793837235,0.34753139084160556,-1.0,0.1915612168901824,0.07541750599683453,0.34948859517521513,-1.0,-3.3978134965653393,-0.11614371089334788
C105,M348126,hit,48,4.077415493649874,-0.5981188287222423,0.13203136182379305,-1.0,0.13898725955326416,-0.020357297932598478,0.1331939367168558,-1.0,-4.675534322372116,-0.15934455748586263
C105,M348126,miss,20,4.077415493649874,-5.410025880869318,0.045394421694971994,-1.0,0.13898725955326416,-0.18834504596314036,0.04337346887543389,-1.0,-9.487441374519193,-0.3273323055164045
C105,M348126,fa,324,4.077415493649874,-7.384629975928732,2.631039271171279e-16,-1.0,0.13898725955326416,-0.24950990214530758,4.696602028674734e-16,-1.0,-11.462045469578605,-0.38849716169857174
C105,M348126,cr,64,4.077415493649874,-3.9711461162548076,0.0027865184585258644,-1.0,0.13898725955326416,-0.13691484705152723,0.002713923603152105,-1.0,-8.04856160990468,-0.2759021066047914
C108,M348126,hit,48,3.873589700429959,-16.98961354214531,5.85152081768415e-08,-1.0,0.1304257886120757,-0.5772812862257274,8.488572100784264e-08,-1.0,-20.86320324257527,-0.7077070748378032
C108,M348126,miss,20,3.873589700429959,11.255506403113998,0.20896842497304458,1.0,0.1304257886120757,0.3856698195241749,0.2062321274972924,1.0,7.381916702684039,0.2552440309120992
C108,M348126,fa,324,3.873589700429959,-10.48818731871436,8.595522204361335e-15,-1.0,0.1304257886120757,-0.3542579957890188,2.33873531658531e-14,-1.0,-14.361777019144318,-0.4846837844010945
C108,M348126,cr,64,3.873589700429959,10.715348927062195,0.042684254487070195,1.0,0.1304257886120757,0.3684945431329897,0.04012845688808855,1.0,6.841759226632236,0.23806875452091397
C110,M348126,hit,48,-7.99160617817037,27.110599351549368,3.31995295500934e-17,1.0,-0.2720263206973529,0.930767720584145,2.3904143939189673e-17,1.0,35.10220552971974,1.202794041281498
C110,M348126,miss,20,-7.99160617817037,8.300030818639192,0.011045399941807659,1.0,-0.2720263206973529,0.28823415908314526,0.010532158720267783,1.0,16.29163699680956,0.5602604797804982
C110,M348126,fa,324,-7.99160617817037,7.809558720801091,5.742615764863714e-20,1.0,-0.2720263206973529,0.2644313726274249,7.814969826755556e-20,1.0,15.80116489897146,0.5364576933247778
C110,M348126,cr,64,-7.99160617817037,-4.446001636863421,0.31752759096856487,1.0,-0.2720263206973529,-0.1510548139843827,0.3175991328689656,1.0,3.5456045413069486,0.12097150671297019
C111,M348126,hit,48,7.675072342499891,-6.159763962311171,0.0008944972473184718,-1.0,0.26104215744791304,-0.21784291096341946,0.0007859509283700979,-1.0,-13.834836304811063,-0.4788850684113325
C111,M348126,miss,20,7.675072342499891,4.4019638275776405,0.6154943285628164,-1.0,0.26104215744791304,0.15254062561740425,0.6267464375911489,-1.0,-3.2731085149222503,-0.10850153183050879
C111,M348126,fa,324,7.675072342499891,-9.302199277399358,8.43082241780221e-21,-1.0,0.26104215744791304,-0.31553728777333556,1.931256192701702e-20,-1.0,-16.97727161989925,-0.5765794452212486
C111,M348126,cr,64,7.675072342499891,10.540732113287042,0.45190800904173867,1.0,0.26104215744791304,0.364700612088794,0.42694228972437476,1.0,2.8656597707871514,0.10365845464088097
C116,M348126,hit,48,1.6587037822290058,-6.914630310252098,0.006337752058777896,-1.0,0.055371291045486166,-0.239024341608835,0.006345295452494488,-1.0,-8.573334092481103,-0.29439563265432117
C116,M348126,miss,20,1.6587037822290058,4.0623143657108445,0.6186459646195763,1.0,0.055371291045486166,0.13894108619359413,0.6143794972347992,1.0,2.4036105834818384,0.08356979514810797
C116,M348126,fa,324,1.6587037822290058,3.685462479171686,0.1668991389590168,1.0,0.055371291045486166,0.1194011308236641,0.20382231194137498,1.0,2.0267586969426805,0.06402983977817794
