stim_type,starttime,startframe,nearest_F_frame
auditory_and_visual,554.9144054725766,33251,12027
auditory_and_visual,558.3837172165513,33459,12097
auditory,562.1377365011722,33684,12172
visual,566.0406610984355,33918,12250
auditory,569.2261966783553,34109,12313
auditory_and_visual,572.9793801605701,34334,12388
auditory_and_visual,576.4324396532029,34541,12457
auditory_and_visual,581.3370544537902,34835,12556
auditory_and_visual,584.3554888963699,35016,12616
auditory,588.1255089864135,35242,12691
auditory_and_visual,592.6790890749544,35515,12782
auditory_and_visual,596.3659508377314,35736,12856
